station,total_docks,lon,lat,nearest_junior_high_distance,nearest_university_distance,nearest_mrt_distance,nearest_bus_distance,district
凌雲路一段158巷口,20,121.44818,25.10356,713.93,5589.36,2076.57,60.65,五股區
力行公園,16,121.36892,25.07776,667.36,3015.73,7537.56,20.55,林口區
力行地下停車場,20,121.48287,25.07787,484.68,7331.14,357.77,77.01,三重區
力行大勇街口,33,121.48151,25.07193,451.05,6854.42,714.42,129.54,三重區
力行新村,12,121.44347,24.99917,521.89,1038.31,904.52,13.25,板橋區
力行路二段91巷口,13,121.48255,25.07583,363.17,7176.13,396.56,89.53,三重區
化成公園,30,121.4616,25.04786,577.74,3951.77,251.97,197.66,新莊區
北城生活廣場(富貴街),11,121.49409,24.94888,533.57,1559.54,4418.83,166.75,新店區
北大高中,23,121.37505,24.9492,110.27,924.19,4498.54,11.74,三峽區
北新國小,49,121.54443,24.97423,615.9,819.58,163.29,11.93,新店區
北新新生街口,12,121.54061,24.96561,239.48,1185.48,204.92,52.57,新店區
北新路二段228巷口,12,121.54284,24.97775,221.65,689.23,95.53,45.93,新店區
北港國小,20,121.64595,25.08903,807.57,10595.3,4204.99,45.82,汐止區
北鶯停車場,20,121.35992,24.95567,781.15,2346.64,5902.45,135.56,鶯歌區
北鶯公園,15,121.35942,24.95777,618.68,2548.49,5941.93,87.73,鶯歌區
十三行博物館,46,121.406,25.157,1242.94,3610.07,4153.54,11.46,八里區
十分遊客中心,42,121.78279,25.04711,3815.21,12460.39,16598.89,20.55,平溪區
十四張?文路口,15,121.52978,24.98055,685.53,869.39,483.34,39.31,新店區
十四張啓文路口,15,121.52978,24.98055,685.53,869.39,483.34,39.31,新店區
十四張央北二路口(波爾多社區),40,121.52635,24.98285,873.12,1299.03,225.54,56.87,新店區
十四張歷史公園(北側),24,121.52689,24.9798,713.55,1070.65,525.35,16.21,新店區
十四張歷史公園(南側),20,121.52844,24.979,558.86,891.31,612.45,111.51,新店區
十四張歷史建築園區(文記街),49,121.52792,24.98065,747.78,1027.12,425.0,152.9,新店區
南勢六街81巷口,15,121.35475,25.07255,377.92,4518.38,8008.81,157.91,林口區
南勢國中,24,121.36232,25.07486,478.55,3720.83,7682.0,90.04,林口區
南勢市民活動中心,25,121.35914,25.07393,185.04,4054.67,7814.19,60.12,林口區
南樹林火車站,20,121.409,24.9802,971.25,1498.96,2478.08,32.19,樹林區
南興公園,32,121.65255,25.05978,387.08,8315.98,3488.53,168.39,汐止區
南華路56巷,16,121.50431,24.99706,495.26,1907.93,371.02,175.58,中和區
南雅公園,45,121.45526,25.00376,317.71,718.24,594.19,165.09,板橋區
南雅東路(画世代社區),40,121.45364,25.00748,494.64,494.64,559.19,189.75,板橋區
南雅育智路口,22,121.346,24.954,113.45,3412.75,7315.25,87.19,鶯歌區
南雅西路一段(画世代社區),40,121.45271,25.00688,487.12,487.12,665.99,255.11,板橋區
南雅西路二段145巷,18,121.45172,25.01171,315.22,596.41,783.58,124.53,板橋區
博愛中正路口,31,121.54072,24.97282,529.59,529.59,340.78,51.78,新店區
厚德公園,41,121.4912,25.07199,115.8,7647.12,573.96,70.07,三重區
原住民族公園,23,121.64162,25.07122,343.25,8660.85,2830.14,25.17,汐止區
原興廣場,49,121.63304,25.06507,496.02,7633.57,1770.41,49.65,汐止區
台北得意GO,20,121.46769,25.07429,462.22,5878.16,1365.08,11.49,五股區
台北慈濟醫院,40,121.537,24.9859,391.73,1149.25,515.79,72.31,新店區
台北花園廣場社區,20,121.426,25.0641,803.39,2703.75,3413.56,12.16,泰山區
台北醫院(民樂街),11,121.45788,25.04267,340.52,3490.33,397.91,192.14,新莊區
台水新莊服務所,36,121.46019,25.04152,525.14,3537.15,186.71,87.75,新莊區
台灣科學園區,54,121.63496,25.05793,554.89,7054.41,1706.03,24.34,汐止區
台灣科技公園,30,121.49115,24.99855,288.96,2642.37,674.87,229.31,中和區
台灣科技廣場,70,121.48906,25.00572,712.17,3050.98,159.57,47.52,中和區
台灣科技總部,11,121.54905,24.97344,755.82,1293.48,628.2,21.66,新店區
台灣電力公司中和服務所,17,121.50683,24.99149,531.83,1259.64,150.12,137.48,中和區
台練橋,14,121.6627,25.07201,635.2,10009.6,4843.82,162.14,汐止區
台貿三村停車場,15,121.43169,25.06712,518.68,3140.46,2895.41,270.85,泰山區
台電台北西區營業處,13,121.4656,25.04765,570.29,4273.64,586.57,59.07,新莊區
台麗街13巷,22,121.42464,25.03829,882.24,220.25,1060.42,91.42,泰山區
吉安停車場,14,121.51635,24.96623,1093.8,1775.93,1499.5,59.98,新店區
同安公園,38,121.49907,25.05732,227.36,6655.1,639.55,41.88,三重區
同興公園,26,121.432,25.0552,359.22,1910.41,2497.83,44.89,泰山區
同興大同路口,30,121.63882,25.05981,779.23,7446.16,2129.06,80.78,汐止區
同興工建路口,20,121.63682,25.06249,630.48,7581.7,2030.54,80.75,汐止區
名利橋,39,121.50099,25.00785,470.57,3150.69,773.72,11.04,永和區
味王街,26,121.404,24.9747,303.35,791.26,2238.45,230.55,樹林區
和城停車場,15,121.48917,24.99404,594.36,2428.27,1170.45,33.61,中和區
和平公園,20,121.48571,25.07088,457.22,7162.39,638.25,3.75,三重區
和平楓樹街口(和平公園),15,121.43507,25.06456,750.84,2984.49,2510.51,3.77,泰山區
和平路105號,10,121.45129,24.96847,992.46,819.31,841.86,824.9,土城區
員勝公園,47,121.4786,25.0109,278.4,1969.85,624.87,104.52,中和區
員和公園,34,121.44275033207956,24.978918316048684,589.66,1564.37,631.81,35.68,土城區
員山市場臨時平面停車場,27,121.48063,25.00676,232.68,2193.69,400.21,78.75,中和區
員山路36巷口,19,121.48211,24.9908,659.6,2845.38,1761.26,100.21,中和區
員林平面停車場,9,121.44437,24.97681,470.46,1333.75,355.91,173.79,土城區
員林社區公園,50,121.44328,24.97784,557.12,1472.46,500.56,129.52,土城區
商港一十三行路口,30,121.40558,25.15483,1018.14,3781.92,4268.22,121.35,八里區
商港三頂罟二路口,25,121.40168,25.15333,688.69,4198.69,4693.97,204.92,八里區
商港公園(商港七商港一路口),15,121.39841,25.14916,229.98,4737.07,5170.76,205.99,八里區
商港公園(商港八商港一路口),15,121.40026,25.15039,336.31,4506.04,4945.84,33.41,八里區
商港六商港三路口,15,121.39589,25.14968,453.7,4908.86,5382.85,226.65,八里區
啟德橋(招商街),19,121.66801,25.06786,253.57,10048.29,5200.11,30.13,汐止區
啟文央北二路口(中央公園社區),40,121.52935,24.97976,607.85,852.32,549.15,106.57,新店區
嘉穗公園,10,121.4784,24.99566,451.16,2492.03,1531.98,161.26,中和區
四川忠孝路口,39,121.45924,25.00149,375.85,909.72,704.73,138.02,板橋區
四川遠東路口,60,121.45759,24.99856,452.2,1244.73,476.96,109.77,板橋區
四維八德街口,15,121.42107,24.98018,337.32,2612.83,2097.72,189.65,樹林區
四維公園,27,121.42221,25.0213,218.57,912.4,828.52,193.23,新莊區
四維公園地下停車場,93,121.46392,25.02569,272.36,1846.36,298.06,139.18,板橋區
四維國凱街口(立天下社區),44,121.42241,24.97934,326.19,2716.68,1936.89,325.62,樹林區
四維文化一路口,16,121.37982,25.07664,190.17,1955.01,6811.26,74.13,林口區
四維文化二路口,27,121.37604,25.07899,387.85,2288.41,7254.98,113.0,林口區
國中二甲路口,20,121.33868650698288,24.939489067109363,311.66,3833.88,8318.61,116.2,鶯歌區
國中碇坪路二段口,19,121.71259,24.93666,98.7,4844.27,15025.65,57.27,坪林區
國中高職東街口,15,121.34116,24.94117,0.0,3580.72,8029.99,105.01,鶯歌區
國光公園,42,121.454,25.0198,49.08,1179.39,1056.01,117.37,板橋區
國光街330巷口,16,121.37212,24.93942,183.17,492.4,5142.48,161.78,三峽區
國光街圓環小公園,16,121.46987,25.00135,278.56,1426.22,1343.39,95.09,中和區
國光里(國光路),43,121.45847,25.0178,518.75,893.93,563.1,3.63,板橋區
國家人權博物館,15,121.53198,24.98835,186.06,1489.59,610.26,190.97,新店區
國家檔案館,17,121.37472,25.07353,156.77,2545.31,6822.83,107.49,林口區
國家檔案館(文化一路),25,121.37527,25.07285,210.78,2518.54,6729.29,49.16,林口區
國家電影及視聽文化中心,20,121.44769,25.05605,337.62,3037.57,1362.91,46.96,新莊區
國慶三樹路口,20,121.37738,24.93826,315.05,315.05,4728.55,141.22,三峽區
國慶學成路口,10,121.37397,24.94095,256.65,272.72,4902.13,66.03,三峽區
國慶路149巷口,14,121.46151,24.99605,329.29,1533.88,925.66,57.64,板橋區
國泰國小,14,121.44186,25.03398,323.01,1880.64,547.19,75.73,新莊區
國泰綜合醫院,44,121.66256,25.07315,700.92,10094.97,4876.16,67.14,汐止區
國泰街111巷口,43,121.46617,25.00609,126.4,816.23,743.15,226.66,板橋區
國立師範大學林口校區,59,121.39795,25.06804,1118.19,1424.72,4987.61,33.48,林口區
國立空中大學(中正路174巷口),15,121.4672,25.08782,224.94,6919.63,462.32,42.45,蘆洲區
國立臺北大學(三峽校區),63,121.3729,24.94594,245.57,666.38,4805.65,14.08,三峽區
國道路二段88號,17,121.47198,25.07455,403.56,6230.55,1020.91,281.9,蘆洲區
國道車路頭街口,20,121.48424,25.07307,582.95,7155.3,447.31,59.07,三重區
國隆大仁街口,17,121.492,25.06468,262.35,6957.17,458.7,225.09,三重區
國際一路112巷口,15,121.33579,24.97667,933.68,5718.48,8541.48,31.91,鶯歌區
國際二國學街口,15,121.37233,24.94319,468.68,500.03,4960.12,232.94,三峽區
國際二國際一路口,20,121.3353,24.97577,825.59,5685.71,8567.72,106.06,鶯歌區
圓通綠廊,13,121.49711,24.9945,464.38,1921.26,755.68,41.37,中和區
圓通路335巷33弄,26,121.49303,24.98899,899.88,1781.35,1276.03,202.06,中和區
圓通路369巷口,18,121.48737,24.98852,518.42,2257.88,1778.42,41.67,中和區
圓通錦和路口,54,121.49125,24.98955,892.65,1966.04,1419.71,29.36,中和區
土城仁愛社區公園,39,121.46035,24.98071,655.74,854.61,1266.03,126.77,土城區
土城區公所,28,121.44316,24.9719,200.01,1419.9,99.25,23.92,土城區
土城國中,50,121.43037,24.96243,690.32,2969.0,677.0,195.45,土城區
土城國中(永安街115巷),39,121.42894,24.96316,760.86,3068.88,760.64,174.27,土城區
土城國小(興城路),17,121.44149,24.97267,28.06,1578.95,219.84,184.28,土城區
土城紫藤廊道(學海街),25,121.44836,24.97923,240.14,1082.19,680.53,153.75,土城區
土城綜合球場,30,121.4542,24.97872,550.16,640.56,910.58,62.59,土城區
土城綜合體育場,56,121.453797,24.984095,283.03,1213.72,515.22,57.61,土城區
坪林旅遊服務中心,22,121.70528,24.93522,674.8,4671.79,14450.93,16.23,坪林區
坪林茶業博物館,20,121.71254,24.93475,118.38,5027.15,15119.34,33.33,坪林區
埔墘國小,34,121.47372,25.01908,318.67,1807.03,532.36,78.8,板橋區
埔新街61巷口,15,121.61987,25.00241,107.95,2387.49,4049.69,201.86,深坑區
埤墘公園,37,121.47422,25.02332,279.33,2150.62,554.49,231.29,板橋區
塭仔圳十米園道(幸福路口),35,121.44247,25.04972,340.52,2212.36,1781.18,153.93,新莊區
塭仔圳十米園道(新莊歐洲村),35,121.44247,25.05186,404.52,2338.95,1791.0,222.62,新莊區
塭仔底濕地公園,25,121.45438,25.05635,173.55,3619.97,794.57,217.98,新莊區
塭仔底濕地公園(中華路),24,121.45222,25.05645,299.96,3439.89,949.91,280.54,新莊區
壽德新村,18,121.46536,24.99548,380.85,1699.37,1314.12,67.5,中和區
夢奇地公園(文化路一段),45,121.4638,25.017,413.5,942.69,174.38,154.24,板橋區
大仁街20巷口,33,121.52008,24.9934,118.97,1920.06,419.35,82.84,中和區
大勇立人街口,18,121.5175,24.99397,348.37,1816.83,259.86,193.09,中和區
大同國小,30,121.41683,24.98114,242.15,2249.11,2343.73,105.44,樹林區
大同建成路口,30,121.66558,25.07258,415.19,10251.99,5136.36,87.44,汐止區
大同路270巷口,15,121.36551,24.92526,125.87,2082.82,6513.24,13.18,三峽區
大同路三段148號,19,121.67296,25.07617,371.53,11053.67,5975.6,25.62,汐止區
大學學成路口,11,121.37521,24.94298,263.21,263.21,4698.39,17.3,三峽區
大安中央路口,27,121.43264,24.96576,1106.87,2617.27,310.46,77.77,土城區
大安市民活動中心,25,121.43935,24.96595,753.68,1983.19,268.14,114.83,土城區
大安文化街口,21,121.41595,24.98962,187.7,2696.52,3230.58,38.56,樹林區
大崁國小,20,121.41938,25.16064,57.85,2296.92,2747.4,10.16,八里區
大崙公園,30,121.36,25.0766,316.72,3923.01,7980.47,49.11,林口區
大庄一號公園,35,121.42212,25.18201,210.18,1206.71,2805.74,47.1,淡水區
大庄福德宮,15,121.42796,25.1883,800.69,307.81,2842.3,72.28,淡水區
大德學勤路口,15,121.37506,24.94634,24.65,613.53,4584.65,23.85,三峽區
大成學士路口,17,121.38196,24.94768,646.4,912.4,3877.41,39.16,樹林區
大明街20巷19弄口,43,121.45714,25.00306,376.28,750.66,633.81,33.15,板橋區
大智中山路口,20,121.36059,24.93708,174.81,1679.81,6311.28,254.83,三峽區
大智公園,30,121.49445,25.06361,268.97,6975.54,413.31,236.4,三重區
大眾廟,28,121.458,25.0374,24.1,3071.15,348.7,67.69,新莊區
大義三樹路口,14,121.37899,24.94357,367.33,367.33,4321.56,60.99,三峽區
大觀國中,99,121.44698,25.01076,176.04,366.17,1221.21,91.79,板橋區
大觀段平面停車場,18,121.45064,25.005,395.77,395.77,702.41,334.15,板橋區
大觀路一段75巷,16,121.44925,25.00406,276.03,413.5,661.58,276.04,板橋區
大觀路二段19巷,29,121.45079,25.00256,369.88,628.17,441.85,310.23,板橋區
大觀路二段1巷,24,121.44863,25.00382,211.46,424.26,673.67,218.44,板橋區
大觀路二段265巷3弄口,10,121.44286,24.99828,635.96,1154.21,960.22,56.89,板橋區
大豐公園停車場,15,121.53587,24.97875,357.38,357.38,672.76,177.94,新店區
大豐里(建國路),13,121.53799,24.97991,506.61,506.61,429.54,67.57,新店區
大雅佳園路口,14,121.38067,24.94447,556.33,556.33,4126.47,56.31,樹林區
大鵬停車場,15,121.64711,25.21194,124.09,3437.92,14933.05,118.53,萬里區
大鵬華城,31,121.53398,24.99116,427.71,1750.32,684.78,30.36,新店區
天山公園(永安街),30,121.51753,24.98652,403.51,1206.47,614.81,18.1,新店區
天祥街31巷口(雍玥社區),40,121.41754,25.0286,413.29,646.69,482.55,45.45,新莊區
太陽公園,44,121.4856,25.08645,324.96,8129.0,847.39,80.03,三重區
央北三中央路口(全陽大璽),73,121.53339,24.97878,470.21,470.21,711.56,101.16,新店區
央北二月記街口,22,121.53008,24.97763,360.52,680.11,493.66,120.06,新店區
央北新村平面停車場,49,121.52737,24.97752,486.04,939.0,547.02,50.84,新店區
央北社會住宅,64,121.52643,24.98263,880.85,1277.57,241.11,41.84,新店區
學勤大有路口,18,121.38399,24.94864,818.24,1123.4,3649.39,48.29,樹林區
學勤大觀路口,15,121.3743,24.94584,119.26,586.97,4674.7,61.1,三峽區
學士學府路口(大苑社區),47,121.44580101471448,24.9769584499386,325.39,1200.4,364.77,183.02,土城區
學士龍山二街口(金城舞2社區),31,121.45049,24.97991,340.17,968.7,624.66,73.89,土城區
學府中正路口(A+社區),40,121.44534,24.97551,413.77,1206.22,199.85,171.37,土城區
學府大學路口,18,121.3718,24.94779,379.83,898.97,4854.89,73.92,三峽區
學府大德路口,12,121.37362,24.94864,266.37,901.51,4653.54,28.57,三峽區
學府大成路口,14,121.38139,24.9509,561.82,1197.09,3832.75,12.11,樹林區
學府大雅路口,15,121.37901,24.95041,315.78,1070.36,4078.79,21.74,樹林區
學成公園,42,121.45151,24.98803,308.27,1700.89,300.25,145.51,土城區
學成大德路口,19,121.37634,24.94334,260.16,260.16,4577.78,89.82,三峽區
學成大成路口,37,121.38236,24.94587,717.96,787.09,3909.6,30.54,樹林區
學成大義路口,33,121.37838,24.9453,339.04,506.05,4306.59,119.19,樹林區
學成大義路口(學成路一),13,121.37803,24.94477,335.68,438.83,4360.6,101.27,三峽區
安光公園,32,121.51446,24.96423,1202.97,1897.93,1769.24,107.86,新店區
安和公園,44,121.51885,24.97411,429.76,1303.0,1123.51,1.78,新店區
安和安樂路口,15,121.51196,24.99344,218.76,1531.08,463.98,48.57,中和區
安和市民活動中心,25,121.51569,24.97532,94.55,962.26,1456.72,162.65,新店區
安和碧安街口,20,121.51776,24.96696,1039.99,1781.42,1336.62,34.61,新店區
安和路二段117巷口,17,121.51883,24.97029,736.62,1564.84,1128.07,7.8,新店區
安居公教住宅,24,121.51293,24.9595,796.64,1364.49,2190.09,55.7,新店區
安平橋,27,121.50936,24.99474,411.46,1624.79,491.57,61.53,中和區
安康立體停車場,30,121.51267,24.96261,1102.77,1696.12,2014.98,63.31,新店區
安康高中,75,121.51521,24.96927,748.91,1426.0,1506.92,135.96,新店區
安德停車場,12,121.50882,24.96039,1159.73,1420.48,2474.73,159.68,新店區
安成安德街口,29,121.50999,24.96115,1129.78,1504.17,2330.16,162.34,新店區
安樂宜安路口,35,121.51351,24.99527,44.02,1772.07,463.16,47.58,中和區
安民街35巷口,13,121.51564,24.96484,1242.31,1881.4,1632.35,132.06,新店區
安民街停車場,16,121.51686,24.97077,607.53,1389.96,1319.04,96.35,新店區
安溪國中,20,121.37185,24.92638,487.38,1699.0,5924.63,58.64,三峽區
安溪國小,27,121.37265,24.93122,61.24,1162.79,5544.57,35.17,三峽區
安興祥和路口,15,121.51546,24.97666,79.93,866.16,1508.6,81.69,新店區
安華公園,22,121.53538,24.97374,230.35,230.35,550.72,137.45,新店區
安邦公園,53,121.49651,24.99678,265.0,2167.02,603.99,200.74,中和區
安邦段青年社會住宅,40,121.49542,24.9989,198.04,2425.5,383.73,83.23,中和區
宏匯廣場,51,121.44908,25.05931,663.79,3371.29,1105.95,185.68,新莊區
宏匯思源廣場,30,121.45905,25.05745,528.39,4089.88,463.23,221.71,新莊區
宗北公園,15,121.3838,25.08809,877.27,1701.0,7631.08,184.65,林口區
富基漁港,26,121.53624,25.29301,996.94,5603.14,16604.36,147.96,石門區
富貴森林公園,46,121.37831,25.08296,457.23,2064.09,7460.45,77.4,林口區
審計人員訓練大樓,10,121.50956,24.98184,429.93,254.49,850.48,124.39,中和區
寶中寶橋路口,17,121.55028,24.97862,240.61,1435.85,793.1,58.12,新店區
寶中路97巷口,13,121.54878,24.98047,387.03,1357.96,621.18,278.68,新店區
寶強文化路口,11,121.54351,24.97914,62.22,815.69,262.98,30.97,新店區
寶橋路235巷,32,121.55102,24.98278,393.61,1674.01,787.33,71.87,新店區
寶橋路235巷口,44,121.55234,24.97955,14.18,1662.8,991.16,114.71,新店區
寶橋路29巷,10,121.54389,24.97492,532.42,754.89,83.67,87.88,新店區
寶橋路78巷,44,121.5476,24.97368,792.27,1144.91,480.67,95.92,新店區
寶高智慧產業園區,35,121.551,24.9775,266.15,1483.48,845.1,87.11,新店區
寶高路120巷口,14,121.55433,24.97622,409.46,1805.07,1142.92,14.42,新店區
小金門友誼公園,60,121.53791,24.97699,216.23,216.23,476.95,99.5,新店區
尖山公園,29,121.346,24.9482,286.53,3193.99,7391.95,5.74,鶯歌區
尖山國中,20,121.34207,24.94381,307.56,3502.66,7873.08,34.68,鶯歌區
尖山路高厝巷口,15,121.34102,24.94495,390.62,3621.21,7950.7,40.51,鶯歌區
屈尺景觀公園,16,121.54668,24.91988,327.68,4855.7,4319.53,204.97,新店區
山佳火車站,25,121.39317,24.97271,185.0,323.39,2941.16,43.67,樹林區
山北公園,32,121.50014,25.00653,583.56,3028.32,604.82,146.85,中和區
山腳停車場,15,121.42904,25.06515,847.35,2865.01,3121.25,89.33,泰山區
崁頂三後洲路一段路口,20,121.42972,25.20158,650.55,1188.94,4030.4,48.75,淡水區
崁頂三路,15,121.43177,25.20081,619.25,1136.12,3873.57,26.07,淡水區
崁頂市民活動中心,20,121.4287,25.19772,225.05,757.97,3685.79,44.53,淡水區
崁頂林子福德宮,15,121.43038,25.19959,443.29,975.52,3800.95,18.3,淡水區
崇光女中,39,121.53904,24.97156,518.1,518.1,481.03,162.42,新店區
崇德國小,47,121.66979,25.06938,139.61,10294.66,5419.25,128.71,汐止區
崇德橋東活動中心,22,121.667,25.07051,171.49,10184.01,5190.15,1.13,汐止區
崇林國中,20,121.37134,25.06754,347.68,3124.58,6477.3,165.09,林口區
崑崙公園,32,121.42964,24.99341,370.33,2425.81,2109.7,22.5,板橋區
崑崙活力廣場,52,121.43294,24.99402,262.28,2135.28,1848.05,67.45,板橋區
嶺腳車站,30,121.74788,25.03005,999.19,8593.56,13338.85,8.62,平溪區
工建樟樹一路口,44,121.64112,25.06319,362.63,7886.92,2461.59,97.01,汐止區
師大林口校區正樓後,27,121.4033,25.06944,1313.02,1350.24,4888.53,301.97,林口區
師大林口校區行政大樓,18,121.40133,25.06726,1436.87,1533.18,4751.36,167.74,林口區
師大林口校區誠樓前,29,121.4022,25.06929,1269.74,1332.17,4917.79,234.81,林口區
師大林口校區體育館前,16,121.40216,25.06703,1492.91,1574.89,4691.69,198.49,林口區
平溪國中,55,121.73422,25.02348,523.0,7128.41,12177.25,29.35,平溪區
平溪市民活動中心,20,121.7372,25.02484,188.71,7438.68,12425.4,14.52,平溪區
幸福中環路口,12,121.44289,25.04903,273.89,2213.04,1711.46,91.96,新莊區
幸福路678巷口,13,121.45063,25.0492,179.03,2934.45,964.12,74.68,新莊區
幸福路753巷口,19,121.44834,25.04914,259.34,2717.24,1194.33,23.34,新莊區
府中汽車停車場,28,121.45882,25.00745,248.48,248.48,118.07,45.76,板橋區
府中立體停車場,15,121.45436,25.00979,350.78,350.78,469.76,20.03,板橋區
康寧街307巷,28,121.62697,25.06809,404.69,7663.09,1390.29,80.92,汐止區
康福公園,28,121.63748,25.06894,342.89,8228.69,2344.8,12.63,汐止區
廣停一機車停車場,15,121.45766,25.06209,868.19,4244.92,220.82,138.1,新莊區
廣停二停車場,41,121.37045,25.0755,378.8,2903.48,7243.17,45.56,林口區
廣福公園,30,121.462872,24.991643,180.28,2040.29,1287.03,20.88,板橋區
廣福國小,20,121.45506,24.98713,108.3,1518.33,595.55,70.41,土城區
廣福派出所,43,121.45655,24.98816,296.81,1619.61,766.93,97.86,土城區
廣興河濱公園,16,121.53739,24.91255,1533.22,4808.97,5036.05,1119.34,新店區
延吉街111巷1弄,18,121.47171,24.98623,659.53,2033.13,2266.5,359.2,土城區
延吉街291巷口,10,121.46716,24.98394,206.53,1531.33,1826.86,132.58,土城區
延吉街47巷口,10,121.47236,24.98795,646.86,2214.53,2309.55,208.2,土城區
延和廣場,19,121.46415,24.98704,293.2,1653.54,1506.77,7.74,土城區
延和社區公園,40,121.46882,24.99018,288.51,2188.13,1875.82,26.68,土城區
建中街90巷口,12,121.4469,25.03659,349.32,2399.06,559.4,114.34,新莊區
建二建三路口,20,121.4868,25.00369,510.29,2869.59,371.7,136.53,中和區
建六中正路口,12,121.48526,25.00223,452.21,2763.07,581.01,58.79,中和區
建國一路平面停車場,18,121.43491,25.02394,843.09,1262.19,931.99,22.43,新莊區
建國中正一路口(北鶯社區),20,121.35692,24.95658,490.67,2638.15,6198.99,3.21,鶯歌區
建國國小,15,121.34727,24.95521,75.71,3358.23,7178.51,33.92,鶯歌區
建國民權路口,32,121.53746,24.98318,614.23,851.67,347.34,90.14,新店區
建成段平面停車場,15,121.66542,25.07336,488.36,10304.83,5154.46,75.3,汐止區
建成路142巷口,53,121.66255,25.07335,712.92,10111.0,4881.85,65.03,汐止區
建福公園,33,121.42669,25.02769,336.66,336.66,426.91,22.6,新莊區
彩虹兒童公園,22,121.4646,25.08871,149.33,6697.01,291.26,127.21,蘆洲區
彭厝市場,22,121.41828,24.97848,473.81,2289.81,2033.63,211.09,樹林區
彭厝里(福順街),15,121.41641,24.97757,610.74,2082.05,1958.44,322.65,樹林區
彭福國小,40,121.4233,24.9804,185.04,2834.9,1966.85,291.69,樹林區
後埔國小,12,121.4643,25.00339,261.24,873.14,773.38,23.39,板橋區
後埔國小(實踐路/重慶路155巷口),24,121.46417,25.00412,227.74,801.27,706.47,15.31,板橋區
後港公園,35,121.42835,25.02536,424.06,631.36,689.43,12.85,新莊區
後竹圍市民活動中心,45,121.48576,25.07246,434.61,7252.85,463.27,110.77,三重區
御史路1巷,20,121.442,25.0904,935.29,4491.24,2247.82,48.09,五股區
復興化成路口,15,121.46453,25.04457,676.23,3919.06,530.58,170.65,新莊區
復興民生街口,32,121.37339809342711,24.936959752151225,191.12,559.39,5150.11,75.34,三峽區
德光國光街口,39,121.46809,25.00314,275.16,1161.12,1079.59,11.35,中和區
德光莒光路口,30,121.47178,25.0047,409.73,1392.28,1089.63,48.24,中和區
德厚公園,15,121.47809,25.04883,403.18,4756.21,694.5,305.62,三重區
德泰公園,13,121.43505,25.06812,361.8,3351.1,2594.8,76.52,五股區
德音國小,20,121.43564,25.07198,176.85,3775.04,2692.65,17.82,五股區
忠孝二文化二路口,23,121.36541,25.06913,883.76,3593.89,6995.54,124.62,林口區
忠孝公園路口,16,121.36982,25.0712,401.32,3096.97,6892.8,34.68,林口區
忠孝國中,66,121.46129,25.00488,430.23,576.61,458.81,148.23,板橋區
忠孝國中地下停車場,20,121.46241,25.00378,279.09,735.06,621.8,6.91,板橋區
忠孝東路382巷口,22,121.66552,25.07001,313.49,10040.28,5031.11,57.96,汐止區
忠孝活動中心,28,121.51528,25.01677,418.53,4136.04,283.82,124.84,永和區
忠山市民活動中心,38,121.62449,25.0782,987.71,8618.52,1767.78,54.25,汐止區
忠福南勢一街口,20,121.36137,25.07744,482.88,3775.58,7964.28,27.35,林口區
忠誠里(北新路2段97巷),40,121.54278,24.97427,605.02,655.77,88.83,16.38,新店區
思源中原東路口(東南側),35,121.4601,25.05369,511.29,4005.28,396.33,124.32,新莊區
思源路192巷口,23,121.4601,25.04823,474.53,3814.42,170.6,53.32,新莊區
思源路593巷口,16,121.45962,25.05954,617.72,4254.87,225.59,11.27,新莊區
思賢公園(北側),18,121.45672,25.04792,273.38,3476.09,408.97,129.79,新莊區
思賢國小,65,121.4577,25.04629,150.83,3530.74,462.67,44.83,新莊區
思賢國小(自由街),21,121.45587,25.04551,64.46,3333.06,645.5,39.16,新莊區
恩主公醫院,54,121.36355,24.93891,335.82,1343.86,5957.91,9.2,三峽區
惜福公園,20,121.44815,24.98144,484.46,1255.71,438.89,12.3,土城區
惠國市場,36,121.54338,24.97042,366.43,904.86,317.92,7.57,新店區
慈化公園,16,121.48864,25.08461,653.85,8242.43,875.33,57.18,三重區
慈愛公園,23,121.48461,25.08119,599.35,7689.58,416.63,11.46,三重區
懷德街233巷(環翠社區),40,121.48148,25.029,408.11,3115.35,841.0,83.51,板橋區
懷石公園,17,121.48137,25.03114,410.98,3276.43,800.52,229.26,板橋區
成功運動公園,14,121.44472,25.09283,705.91,4825.36,1970.83,144.71,五股區
成州停車場,18,121.44836,25.10013,343.7,5444.34,1846.02,251.71,五股區
成州國小,20,121.4509,25.09952,275.43,5655.06,1591.88,12.92,五股區
成州派出所,49,121.44785,25.09155,665.17,5093.9,1653.14,69.44,五股區
成德公園,20,121.45282,25.10484,896.05,6071.05,1845.91,35.77,五股區
成泰路4段22巷,42,121.456,25.1083,1378.42,6530.95,2007.41,124.3,五股區
成泰路一段(中油),20,121.43555,25.07785,510.84,3728.97,3038.46,130.62,五股區
扶輪公園,48,121.36932,25.07298,392.5,3082.41,7081.33,81.56,林口區
扶輪公園(忠孝路),33,121.3685,25.07239,482.61,3180.46,7078.63,31.85,林口區
承天路4巷(MRT社區),40,121.43617,24.964,1076.44,2366.5,227.66,200.49,土城區
挖仔尾自然生態保留區,15,121.41586,25.16419,489.87,2345.16,3014.28,214.25,八里區
振義里公園,30,121.48397,25.02389,710.89,2963.2,1308.24,117.62,板橋區
